DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,CHANGE
19-Mar-2026,172,177,172,174.81,"5,455",0.54
24-Mar-2026,182,182.99,174.5,176.01,"6,985",1.2
25-Mar-2026,179.89,182,171.13,176.98,"23,809",0.97
26-Mar-2026,175.01,177.99,174,175.73,"7,857",-1.25
27-Mar-2026,176,176.98,174.51,175.04,"5,263",-0.69
30-Mar-2026,175.01,175.5,172.1,172.15,"7,188",-2.89
31-Mar-2026,172.15,177.77,172.15,176.17,"1,783",4.02
01-Apr-2026,177,182,175,177.73,"17,892",1.56
02-Apr-2026,176,177.99,172.77,177.98,"16,290",0.25
03-Apr-2026,175,178,174.7,175.43,"12,549",-2.55
06-Apr-2026,175.02,178,171,177,"7,410",1.57
07-Apr-2026,177,178,172.55,177.03,"12,346",0.03
08-Apr-2026,184.9,193.99,184.9,189.67,"29,316",12.64
09-Apr-2026,186.01,190,186,187.17,"11,181",-2.5
10-Apr-2026,188,198.78,187.99,197.92,"60,013",10.75
13-Apr-2026,189,192,178.13,185.01,"120,760",-12.91
14-Apr-2026,185.02,191.95,185.02,191.12,"30,374",6.11
15-Apr-2026,192.04,203,192.04,199.76,"92,687",8.64
16-Apr-2026,200,205,196,204.83,"40,360",5.07
17-Apr-2026,205,206,200,203.09,"43,598",-1.74
20-Apr-2026,199,202,196.5,198.06,"23,002",-5.03
21-Apr-2026,199.51,202.8,199,200.32,"12,233",2.26
22-Apr-2026,200,202,197.01,200,"17,711",-0.32
23-Apr-2026,199.9,199.99,197,197.53,"4,967",-2.47
24-Apr-2026,193.1,197.5,187.1,197.03,"8,768",-0.5
27-Apr-2026,197.99,199,193.06,195.06,"1,071",-1.97
28-Apr-2026,190,214.57,190,214.57,"113,953",19.51
29-Apr-2026,223.94,236.03,200,203.62,"519,505",-10.95
30-Apr-2026,199,202.5,194,196.5,"186,518",-7.12
